Date,Salinity
16/03/2077,35.986374
16/04/2077,35.99141
16/05/2077,35.99775
16/06/2077,36.00147
16/07/2077,36.00589
16/08/2077,36.01186
16/09/2077,36.0186
16/10/2077,36.026196
16/11/2077,36.033493
16/12/2077,36.030163
16/01/2078,36.008167
15/02/2078,35.990955
16/03/2078,36.001812
16/04/2078,36.010105
16/05/2078,36.007305
16/06/2078,36.00495
16/07/2078,36.003063
16/08/2078,36.006386
16/09/2078,36.013683
16/10/2078,36.022038
16/11/2078,36.02867
16/12/2078,36.02293
16/01/2079,36.003006
15/02/2079,35.98893
16/03/2079,35.998417
16/04/2079,36.001884
16/05/2079,36.00488
16/06/2079,36.00876
16/07/2079,36.010727
16/08/2079,36.012814
16/09/2079,36.014404
16/10/2079,36.017086
16/11/2079,36.020737
16/12/2079,36.02171
16/01/2080,35.9978
15/02/2080,35.989914
16/03/2080,35.993534
16/04/2080,35.991257
16/05/2080,35.9969
16/06/2080,36.00152
16/07/2080,36.00567
16/08/2080,36.009106
16/09/2080,36.01105
16/10/2080,36.01161
16/11/2080,36.01275
16/12/2080,36.00931
16/01/2081,35.977604
15/02/2081,35.953606
16/03/2081,35.939163
16/04/2081,35.939053
16/05/2081,35.940376
16/06/2081,35.94733
16/07/2081,35.95181
16/08/2081,35.957035
16/09/2081,35.963028
16/10/2081,35.968914
16/11/2081,35.97226
16/12/2081,35.96245
16/01/2082,35.911102
15/02/2082,35.882946
16/03/2082,35.88764
16/04/2082,35.889927
16/05/2082,35.89049
16/06/2082,35.893135
16/07/2082,35.89865
16/08/2082,35.90723
16/09/2082,35.91897
16/10/2082,35.93351
16/11/2082,35.949936
16/12/2082,35.968735
16/01/2083,35.94205
15/02/2083,35.94042
16/03/2083,35.934883
16/04/2083,35.945194
16/05/2083,35.954174
16/06/2083,35.962307
16/07/2083,35.97072
16/08/2083,35.979
16/09/2083,35.987915
16/10/2083,35.99533
16/11/2083,36.001423
16/12/2083,36.00253
16/01/2084,35.976723
15/02/2084,35.93921
16/03/2084,35.92434
16/04/2084,35.93132
16/05/2084,35.931007
16/06/2084,35.930416
16/07/2084,35.929996
16/08/2084,35.932262
16/09/2084,35.93618
16/10/2084,35.943726
16/11/2084,35.952633
